Period,Anzsic,Anzsic_descriptor,Variable2,Units,Data_value,Gas,Variable1
2024.06,C67,Non-metallic mineral and metallic product manufacturing,Emissions,Tonnes,796345,Carbon dioxide equivalents,Seasonally adjusted
2024.09,C67,Non-metallic mineral and metallic product manufacturing,Emissions,Tonnes,758774.4,Carbon dioxide equivalents,Seasonally adjusted
2024.12,C67,Non-metallic mineral and metallic product manufacturing,Emissions,Tonnes,790484.6,Carbon dioxide equivalents,Seasonally adjusted
2025.03,C67,Non-metallic mineral and metallic product manufacturing,Emissions,Tonnes,776490.6,Carbon dioxide equivalents,Seasonally adjusted
2025.06,C67,Non-metallic mineral and metallic product manufacturing,Emissions,Tonnes,747204.4,Carbon dioxide equivalents,Seasonally adjusted
2025.09,C67,Non-metallic mineral and metallic product manufacturing,Emissions,Tonnes,749916.9,Carbon dioxide equivalents,Seasonally adjusted
2025.12,C67,Non-metallic mineral and metallic product manufacturing,Emissions,Tonnes,757345,Carbon dioxide equivalents,Seasonally adjusted
2010.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,644856.4,Carbon dioxide equivalents,Seasonally adjusted
2010.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,785985.2,Carbon dioxide equivalents,Seasonally adjusted
2010.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,655091.8,Carbon dioxide equivalents,Seasonally adjusted
2010.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,619780.4,Carbon dioxide equivalents,Seasonally adjusted
2011.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,657242.5,Carbon dioxide equivalents,Seasonally adjusted
2011.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,616217.7,Carbon dioxide equivalents,Seasonally adjusted
2011.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,645597.1,Carbon dioxide equivalents,Seasonally adjusted
2011.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,704429.2,Carbon dioxide equivalents,Seasonally adjusted
2012.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,716778.3,Carbon dioxide equivalents,Seasonally adjusted
2012.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,755847.9,Carbon dioxide equivalents,Seasonally adjusted
2012.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,712427.6,Carbon dioxide equivalents,Seasonally adjusted
2012.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,690412,Carbon dioxide equivalents,Seasonally adjusted
2013.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,628880.5,Carbon dioxide equivalents,Seasonally adjusted
2013.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,759943.4,Carbon dioxide equivalents,Seasonally adjusted
2013.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,710692.5,Carbon dioxide equivalents,Seasonally adjusted
2013.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,673737.6,Carbon dioxide equivalents,Seasonally adjusted
2014.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,660152.5,Carbon dioxide equivalents,Seasonally adjusted
2014.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,722822.2,Carbon dioxide equivalents,Seasonally adjusted
2014.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,790600.9,Carbon dioxide equivalents,Seasonally adjusted
2014.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,892032.5,Carbon dioxide equivalents,Seasonally adjusted
2015.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,893137.9,Carbon dioxide equivalents,Seasonally adjusted
2015.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,795565.8,Carbon dioxide equivalents,Seasonally adjusted
2015.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,872739.4,Carbon dioxide equivalents,Seasonally adjusted
2015.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,898982.5,Carbon dioxide equivalents,Seasonally adjusted
2016.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,908791.1,Carbon dioxide equivalents,Seasonally adjusted
2016.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,756094.5,Carbon dioxide equivalents,Seasonally adjusted
2016.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,881241.5,Carbon dioxide equivalents,Seasonally adjusted
2016.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,692825.7,Carbon dioxide equivalents,Seasonally adjusted
2017.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,870903.7,Carbon dioxide equivalents,Seasonally adjusted
2017.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,745998.1,Carbon dioxide equivalents,Seasonally adjusted
2017.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,794169.5,Carbon dioxide equivalents,Seasonally adjusted
2017.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,826423.7,Carbon dioxide equivalents,Seasonally adjusted
2018.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,743835.7,Carbon dioxide equivalents,Seasonally adjusted
2018.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,945504.8,Carbon dioxide equivalents,Seasonally adjusted
2018.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,923322.6,Carbon dioxide equivalents,Seasonally adjusted
2018.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,931106.8,Carbon dioxide equivalents,Seasonally adjusted
2019.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,969917.1,Carbon dioxide equivalents,Seasonally adjusted
2019.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,818304.8,Carbon dioxide equivalents,Seasonally adjusted
2019.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,834360.9,Carbon dioxide equivalents,Seasonally adjusted
2019.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,885962.6,Carbon dioxide equivalents,Seasonally adjusted
2020.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,761935.1,Carbon dioxide equivalents,Seasonally adjusted
2020.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,918342,Carbon dioxide equivalents,Seasonally adjusted
2020.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,800189.7,Carbon dioxide equivalents,Seasonally adjusted
2020.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,815594.2,Carbon dioxide equivalents,Seasonally adjusted
2021.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,847341,Carbon dioxide equivalents,Seasonally adjusted
2021.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,760773.2,Carbon dioxide equivalents,Seasonally adjusted
2021.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,736818.8,Carbon dioxide equivalents,Seasonally adjusted
2021.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,826979.3,Carbon dioxide equivalents,Seasonally adjusted
2022.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,796127.9,Carbon dioxide equivalents,Seasonally adjusted
2022.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,899442.3,Carbon dioxide equivalents,Seasonally adjusted
2022.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,742694.7,Carbon dioxide equivalents,Seasonally adjusted
2022.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,653359.9,Carbon dioxide equivalents,Seasonally adjusted
2023.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,739633.3,Carbon dioxide equivalents,Seasonally adjusted
2023.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,741769.3,Carbon dioxide equivalents,Seasonally adjusted
2023.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,831030,Carbon dioxide equivalents,Seasonally adjusted
2023.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,753699.7,Carbon dioxide equivalents,Seasonally adjusted
2024.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,777244.6,Carbon dioxide equivalents,Seasonally adjusted
2024.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,706028.4,Carbon dioxide equivalents,Seasonally adjusted
2024.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,681817.5,Carbon dioxide equivalents,Seasonally adjusted
2024.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,769068.7,Carbon dioxide equivalents,Seasonally adjusted
2025.03,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,664058,Carbon dioxide equivalents,Seasonally adjusted
2025.06,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,657706.7,Carbon dioxide equivalents,Seasonally adjusted
2025.09,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,741611.9,Carbon dioxide equivalents,Seasonally adjusted
2025.12,CC1,"Food, beverage, and tobacco product manufacturing",Emissions,Tonnes,660711.8,Carbon dioxide equivalents,Seasonally adjusted
2010.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,549534,Carbon dioxide equivalents,Seasonally adjusted
2010.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,523490,Carbon dioxide equivalents,Seasonally adjusted
2010.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,561955.7,Carbon dioxide equivalents,Seasonally adjusted
2010.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,552278.3,Carbon dioxide equivalents,Seasonally adjusted
2011.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,541355.2,Carbon dioxide equivalents,Seasonally adjusted
2011.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,567592,Carbon dioxide equivalents,Seasonally adjusted
2011.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,548359.4,Carbon dioxide equivalents,Seasonally adjusted
2011.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,517111.2,Carbon dioxide equivalents,Seasonally adjusted
2012.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,495711.3,Carbon dioxide equivalents,Seasonally adjusted
2012.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,525127.9,Carbon dioxide equivalents,Seasonally adjusted
2012.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,658102.3,Carbon dioxide equivalents,Seasonally adjusted
2012.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,696582.5,Carbon dioxide equivalents,Seasonally adjusted
2013.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,589908,Carbon dioxide equivalents,Seasonally adjusted
2013.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,708587.1,Carbon dioxide equivalents,Seasonally adjusted
2013.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,700662.1,Carbon dioxide equivalents,Seasonally adjusted
2013.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,677002.9,Carbon dioxide equivalents,Seasonally adjusted
2014.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,748661.1,Carbon dioxide equivalents,Seasonally adjusted
2014.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,845312.9,Carbon dioxide equivalents,Seasonally adjusted
2014.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,892533.2,Carbon dioxide equivalents,Seasonally adjusted
2014.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,872448.5,Carbon dioxide equivalents,Seasonally adjusted
2015.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,787720.9,Carbon dioxide equivalents,Seasonally adjusted
2015.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,800851.7,Carbon dioxide equivalents,Seasonally adjusted
2015.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,820986.5,Carbon dioxide equivalents,Seasonally adjusted
2015.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,732325.9,Carbon dioxide equivalents,Seasonally adjusted
2016.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,764502.3,Carbon dioxide equivalents,Seasonally adjusted
2016.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,834571.7,Carbon dioxide equivalents,Seasonally adjusted
2016.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,822671.2,Carbon dioxide equivalents,Seasonally adjusted
2016.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,782743.1,Carbon dioxide equivalents,Seasonally adjusted
2017.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,741334,Carbon dioxide equivalents,Seasonally adjusted
2017.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,643058.7,Carbon dioxide equivalents,Seasonally adjusted
2017.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,780443.7,Carbon dioxide equivalents,Seasonally adjusted
2017.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,783006.7,Carbon dioxide equivalents,Seasonally adjusted
2018.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,708782.9,Carbon dioxide equivalents,Seasonally adjusted
2018.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,491094,Carbon dioxide equivalents,Seasonally adjusted
2018.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,776121,Carbon dioxide equivalents,Seasonally adjusted
2018.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,636837,Carbon dioxide equivalents,Seasonally adjusted
2019.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,662696,Carbon dioxide equivalents,Seasonally adjusted
2019.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,695897.8,Carbon dioxide equivalents,Seasonally adjusted
2019.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,732435.5,Carbon dioxide equivalents,Seasonally adjusted
2019.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,766110.1,Carbon dioxide equivalents,Seasonally adjusted
2020.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,701252.5,Carbon dioxide equivalents,Seasonally adjusted
2020.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,611618.3,Carbon dioxide equivalents,Seasonally adjusted
2020.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,542055.7,Carbon dioxide equivalents,Seasonally adjusted
2020.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,672616.8,Carbon dioxide equivalents,Seasonally adjusted
2021.03,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,546950.5,Carbon dioxide equivalents,Seasonally adjusted
2021.06,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,527127.1,Carbon dioxide equivalents,Seasonally adjusted
2021.09,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,487857.5,Carbon dioxide equivalents,Seasonally adjusted
2021.12,CC5,"Petroleum, chemical, polymer, and rubber product manufacturing",Emissions,Tonnes,620400.5,Carbon dioxide equivalents,Seasonally adjusted
